id,title,url,rate,Tag1,Tag2,Tag3,Tag4,Tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
4451,Biscuits sablés au beurre,https://www.marmiton.org/recettes/recette_biscuits-sables-au-beurre_31237.aspx,4.7,dessert,gâteau,petits gâteaux,,,très facile,"[""Casser l'oeuf dans un saladier, y ajouter une pincée de sel, le sucre et le sucre vanillé. Mélanger avec une cuillère de bois jusqu'à ce que l'appareil blanchisse."", 'Ajouter la farine, puis mélanger avec les doigts pour obtenir du sable.', 'Ajouter le beurre et pétrir pour obtenir une pâte bien homogène.', ""Frapper la pâte en la lançant d'une main à l'autre jusqu'à obtenir une boule régulière. Si la pâte semble trop grasse et molle, y rajouter un peu de farine."", ""Laisser reposer la pâte au réfrigérateur durant un quart d'heure. \nPréchauffer le four à 180°C (thermostat 6)."", ""Etaler de la farine sur la table et sur le rouleau à pâtisserie, puis étaler la pâte sur 5 millimètres d'épaisseur."", ""Découper au couteau, à l'emporte-pièces ou avec un verre les formes que vous souhaitez."", 'Poser ces formes sur une tôle beurrée ou recouverte de papier sulfurisé.', 'Mettre à four durant 20 min.']",bon marché,4,20,20,40,"['https://assets.afcdn.com/recipe/20190704/94701_w314h314c1cx1500cy998cxt0cyt0cxb3000cyb1996.webp', 'https://assets.afcdn.com/recipe/20190704/94702_w314h314c1cx2493cy1662cxt0cyt0cxb4987cyb3325.webp', 'https://assets.afcdn.com/recipe/20190704/94700_w314h314c1cx2592cy1728cxt0cyt0cxb5184cyb3456.webp']"
4452,Mousse au chocolat facile,https://www.marmiton.org/recettes/recette_mousse-au-chocolat-facile_13585.aspx,4.6,dessert,mousse,,,,très facile,"[""Séparer les blancs des jaunes d'oeufs."", 'Faire ramollir le chocolat dans une casserole au bain-marie.', 'Hors du feu, incorporer les jaunes et le sucre.', 'Battre les blancs en neige ferme.', ""Ajouter délicatement les blancs au mélange à l'aide d'une spatule."", 'Verser dans une terrine ou des verrines.', 'Mettre au frais 2h minimum.', 'Décorer de cacao ou de chocolat râpé', 'Déguster']",bon marché,4,10,5,15,"['https://assets.afcdn.com/recipe/20210311/118509_w314h314c1cx300cy533cxt0cyt0cxb600cyb1066.webp', 'https://assets.afcdn.com/recipe/20160624/25620_w314h314c1cx1500cy2248.webp', 'https://assets.afcdn.com/recipe/20160624/25618_w314h314c1cx1500cy2248.webp']"
4453,Crème pâtissière,https://www.marmiton.org/recettes/recette_creme-patissiere_35195.aspx,4.9,dessert,crème,crème pâtissière,,,très facile,"[""Mélanger les jaunes d'oeuf avec le sucre. Battre au fouet jusqu'à que le mélange blanchisse."", 'Ajouter la farine et bien mélanger avec le mélange sucre/oeufs. Ajouter 1/2 verre de lait pour que le mélange soit plus liquide.', 'Mettre à chauffer le lait. Lorsque le lait est tiède (au bout de 3-4 min) ajouter le mélange oeufs/farine/sucre/lait et la gousse de vanille fendue et grattée avec ses graines.', ""Mélanger au fouet jusqu'à ébullition."", 'A ce moment là, votre crème sera déjà bien épaisse et vous pouvez arrêter la cuisson.']",bon marché,4,5,15,20,"['https://assets.afcdn.com/recipe/20221007/135812_w314h314c1cx708cy1612cxt0cyt351cxb1414cyb1953.webp', 'https://assets.afcdn.com/recipe/20220930/135568_w314h314c1cx1161cy858cxt0cyt0cxb1920cyb1283.webp', 'https://assets.afcdn.com/recipe/20180713/80960_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp']"
4454,Fondant au chocolat,https://www.marmiton.org/recettes/recette_fondant-au-chocolat_15025.aspx,4.6,dessert,gâteau,gâteau au chocolat,,,très facile,"['Préchauffer le four à 180°C (thermostat 6).\nFaire fondre le chocolat et le beurre au bain-marie à feu doux, ou au micro-ondes sur le programme ""décongélation"".', ""Pendant ce temps, séparer les jaunes des blancs d'oeuf."", 'Monter les blancs en neige ferme. Réserver.', 'Quand le mélange chocolat-beurre est bien fondu, ajouter les jaunes d’oeufs et fouetter.', 'Incorporer le sucre et la farine, puis ajouter les blancs d’oeufs sans les casser.', 'Beurrer et fariner un moule à manqué et y verser la pâte à gâteau.', 'Enfourner pendant 20 minutes.', 'Quand le gâteau est cuit, le laisser refroidir avant de le démouler.']",bon marché,4,15,20,35,"['https://assets.afcdn.com/recipe/20230620/143629_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20221011/135944_w314h314c1cx707cy1060cxt0cyt520cxb1414cyb1945.webp', 'https://assets.afcdn.com/recipe/20220929/135540_w314h314c1cx1560cy854cxt0cyt0cxb2121cyb1414.webp']"
4455,Tarte aux abricots,https://www.marmiton.org/recettes/recette_tarte-aux-abricots_12548.aspx,4.6,dessert,tarte,tarte aux abricots,,,très facile,"['Garnissez le moule de la pâte feuilletée. Piquez-la à la fourchette. Saupoudres de semoule mélangée avec 1 cuillère à soupe de sucre.', 'Disposez les abricots dénoyautés. Sucrez.', ""Prélevez 1 cuillère à soupe de jaune d'oeuf. Mouillez-la avec une cuillère à soupe de lait pour dorer les bords de la tarte."", 'Mettez la tarte à cuire à four chaud (thermostat 6/7) pendant 15 min.', 'Pendant ce temps, mélangez la crème, les jaunes, la cuillère à café à peine rase de fécule. Couvrez-en les abricots. Sucrez abondamment. Remettez au four 15 à 20 min.']",bon marché,4,20,35,55,"['https://assets.afcdn.com/recipe/20190704/94676_w314h314c1cx2304cy1728cxt0cyt0cxb4608cyb3456.webp', 'https://assets.afcdn.com/recipe/20190704/94673_w314h314c1cx1872cy2808cxt0cyt0cxb3744cyb5616.webp', 'https://assets.afcdn.com/recipe/20190704/94675_w314h314c1cx1872cy1872cxt0cyt0cxb3744cyb3744.webp']"
4456,Crumble aux pommes,https://www.marmiton.org/recettes/recette_crumble-aux-pommes_15265.aspx,4.5,dessert,crumble,crumble aux pommes,,,très facile,"['Préchauffer votre four à thermostat 8.', ""Eplucher, épépiner et couper les pommes en gros morceaux. Les faire réduire à feu fort 2 mn avec une cuillerée à soupe d'eau puis maintenir la cuisson à feu doux pendant 7 à 8 mn."", 'Ecraser les derniers gros morceaux de pommes à la fourchette. Mélanger les pommes avec 125 g de sucre et 1/2 cuillère à café de cannelle. Verser ce mélange dans un plat à gratin beurré.', ""Travailler énergiquement le beurre. Incorporer le reste du sucre et de le cannelle, ainsi que les 150 g de farine, puis travailler le tout avec les doigts afin d'obtenir un sable grossier."", 'Répartir sur la compote et cuire au four 25 mn (grille centrale).']",bon marché,4,20,25,45,"['https://assets.afcdn.com/recipe/20220930/135569_w314h314c1cx765cy1122cxt0cyt681cxb1414cyb1545.webp', 'https://assets.afcdn.com/recipe/20130823/26376_w314h314c1cx1728cy2424.webp', 'https://assets.afcdn.com/recipe/20180628/80022_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp']"
4457,Tarte au citron meringuée,https://www.marmiton.org/recettes/recette_the-tarte-au-citron-meringuee_22082.aspx,4.7,dessert,tarte,tarte au citron,,,très facile,"[""On commence par la pâte sablée : mettre le four à préchauffer à 180°C (thermostat 6).\r\n\r\nOn sépare les blancs des jaunes d'oeufs."", ""Fouetter les jaunes d'oeuf avec le sucre et 2 cuillères d'eau pour faire mousser."", 'Mélanger au doigt la farine et le beurre coupé en petits cubes', 'pour obtenir une consistance sableuse et afin que tout le beurre soit absorbé (il faut faire vite pour que le mélange ne ramollisse pas trop).', 'Verser au milieu de ce ""sable"" le mélange liquide.', 'Incorporer rapidement au couteau les éléments sans leur donner de corps.', 'Former une boule avec les paumes', ""et l'écraser 1 ou 2 fois pour rendre la boule plus homogène."", 'Foncer un moule de 25 cm de diamètre avec la pâte sablée', 'puis la recouvrir de papier sulfurisé et de haricots secs.', 'Cuire à blanc 20 à 25 minutes (NB après baisser le four à 120°C/150°C environ pour la meringue).', 'On poursuit avec la crème au citron : laver les citrons et en râper deux afin de récupérer le zeste.', 'Mettre les zestes très fins dans une casserole avec le jus des citrons, le sucre et la Maïzena.', 'Remuer et commencer à faire chauffer à feux doux.', 'Battre les oeufs dans un récipient séparé. \r\nUne fois les oeufs battus, incorporer tout en remuant le jus de citron, le sucre, la Maïzena et les zestes.', ""Mettre à feu vif et continuer à remuer à l'aide d'un fouet. \r\nLe mélange va commencer à s'épaissir. \r\nVeiller à toujours remuer lorsque les oeufs sont ajoutés car la crème de citron pourrait brûler."", ""Ôter du feu et verser l'appareil sur le fond de tarte cuit."", 'Laisser refroidir.', 'Terminons par la meringue : monter les blancs en neige avec une pincée de sel.', ""Quand ils commencent à être fermes, ajouter le sucre puis la levure. \r\nFouetter jusqu'à ce que la neige soit ferme."", 'Recouvrir la crème au citron de meringue', 'puis enfourner la tarte à 120°C/150°C jusqu’à ce que la meringue dore (environ 10 minutes).', 'Déguster', 'Une part ?']",bon marché,4,30,25,55,"['https://assets.afcdn.com/recipe/20140121/63377_w314h314c1cx1100cy1412cxt0cyt0cxb2796cyb3567.webp', 'https://assets.afcdn.com/recipe/20170213/63342_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20170213/63346_w314h314c1cx3000cy2000.webp']"
4458,Pain perdu,https://www.marmiton.org/recettes/recette_pain-perdu_10975.aspx,4.8,dessert,Pain perdu,,,,moyenne,"['Fouetter les oeufs avec le sucre et le lait.', 'Y tremper les tranches de pain.', ""Deux solutions pour la cuisson : les cuire à la poêle dans du beurre en les faisant dorer de chaque côté, ou, les cuire au four : beurrer légèrement un plat à  gratin, y répartir les tranches, verser le reste du mélange (ajouter du sucre si envie), laisser cuire à 180°C (thermostat 6) jusqu'à que les tranches soient dorées.""]",moyen,4,15,15,30,"['https://assets.afcdn.com/recipe/20170112/30531_w314h314c1cx1500cy1000.webp', 'https://assets.afcdn.com/recipe/20221013/136127_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20110420/41279_w314h314c1cx256cy192.webp']"
4459,Tarte aux pommes,https://www.marmiton.org/recettes/recette_tarte-aux-pommes_18588.aspx,4.8,dessert,tarte,tarte aux pommes,,,facile,"['Éplucher et découper en morceaux 4 Golden.', ""Faire une compote : les mettre dans une casserole avec un peu d'eau (1 verre ou 2). Bien remuer. Quand les pommes commencent à ramollir, ajouter un sachet ou un sachet et demi de sucre vanillé. Ajouter un peu d'eau si nécessaire."", ""Vous saurez si la compote est prête une fois que les pommes ne seront plus dures du tout. Ce n'est pas grave s'il reste quelques morceaux."", 'Pendant que la compote cuit, éplucher et couper en quatre les deux dernières pommes, puis, couper les quartiers en fines lamelles (elles serviront à être posées sur la compote).', 'Préchauffer le four à 210°C (thermostat 7).', 'Laisser un peu refroidir la compote et étaler la pâte brisée dans un moule et la piquer avec une fourchette.', 'Verser la compote sur la pâte et placer les lamelles de pommes en formant une spirale ou plusieurs cercles, au choix ! Disposer des lamelles de beurre dessus.', 'Mettre au four et laisser cuire pendant 30 min max. Surveiller la cuisson. Vous pouvez ajouter un peu de sucre vanillé sur la tarte pendant que çà cuit pour caraméliser un peu.']",bon marché,4,25,30,55,"['https://assets.afcdn.com/recipe/20220128/128250_w314h314c1cx1294cy688cxt0cyt0cxb2037cyb1472.webp', 'https://assets.afcdn.com/recipe/20120905/13569_w314h314c1cx192cy256.webp', 'https://assets.afcdn.com/recipe/20221019/136424_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp']"
4460,clafoutis aux abricots,https://www.marmiton.org/recettes/recette_clafoutis-aux-abricots_39421.aspx,4.6,dessert,flan,clafoutis,,,très facile,"['Faites fondre à feu doux le beurre et laissez refroidir.', ""Pendant ce temps cassez 4 oeufs avec une pincée de sel et battez en omelette. Ajoutez le sucre en poudre et mélangez jusqu'à ce que ça blanchisse."", 'Ajoutez la farine progressivement tout en mélangeant.', 'Ajouter peu à peu le beurre fondu et le lait. La pâte doit être lisse et sans grumeaux.', 'Graissez un plat à gratin et préchauffer votre four à 220°C (thermostat 6-7).', 'Lavez vos abricots, coupez-les en deux et enlevez le noyau.', ""Disposez vos moitiés d'abricots dans le plat, face bombée vers le haut. Versez par-dessus la précédente préparation."", ""Faites cuire pendant 45 min, et dégustez froid ou encore tiède (c'est encore meilleur !)""]",bon marché,4,20,50,70,"['https://assets.afcdn.com/recipe/20181017/82871_w314h314c1cx1733cy2310cxt0cyt0cxb3466cyb4621.webp', 'https://assets.afcdn.com/recipe/20100120/44061_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20130420/47698_w314h314c1cx256cy192.webp']"
4461,Cake à la banane / banana bread (USA),https://www.marmiton.org/recettes/recette_cake-a-la-banane-banana-bread-usa_12042.aspx,4.7,dessert,gâteau,cakes,,,facile,"['Préchauffer le four à 165° C (thermostat 5-6). \r\nMélanger 150 g de la farine avec le sucre, la levure chimique, le bicarbonate et le sel.', 'Ajouter les bananes écrasées, ainsi que le beurre et le lait.', ""Battre (de préférence avec un mixeur) doucement, jusqu'à l'obtention d'une pâte homogène, puis vigoureusement 2 min."", 'Ajouter les oeufs et le reste de la farine,', 'et bien mélanger.', ""Graisser le fond d'une moule à cake, et y verser la pâte."", 'Faire cuire au four à 165°C pendant 55 à 60 min (vérifier la cuisson).', 'Peut être glacé avec un glaçage à base de fromage blanc ou de crème fraîche.']",bon marché,4,30,1,31,"['https://assets.afcdn.com/recipe/20160729/6921_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20160729/6919_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20130123/6920_w314h314c1cx750cy1039.webp']"
4462,Panna cotta,https://www.marmiton.org/recettes/recette_panna-cotta_17991.aspx,4.8,dessert,crème,panna cotta,,,très facile,"[""Faire ramollir les feuilles de gélatine dans de l'eau froide.\nMettre la crème, le sucre et la vanille dans une casserole et faire frémir."", ""Dès le début de l'ébullition, retirer la casserole du feu et ajouter la gélatine égouttée."", 'Bien remuer et verser dans des coupelles. Laisser refroidir puis placer quelques heures au réfrigérateur pour faire prendre.', 'Ajouter du coulis de fraise, framboise ou autre fruit juste avant de servir.']",bon marché,4,10,10,20,"['https://assets.afcdn.com/recipe/20221026/136708_w314h314c1cx869cy693cxt0cyt0cxb2121cyb1414.webp', 'https://assets.afcdn.com/recipe/20170905/71705_w314h314c1cx1411cy4176cxt0cyt0cxb3999cyb6000.webp', 'https://assets.afcdn.com/recipe/20120831/37557_w314h314c1cx192cy256.webp']"
4463,Gâteau aux pommes facile,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-facile_13493.aspx,4.7,dessert,gâteau,gâteau aux pommes,,,très facile,"['Préchauffer le four à 160°C (thermostat 5-6).\nMélanger tous les ingrédients de la pâte.', 'Ajouter les pommes préalablement coupées en cube.', 'Mélanger à nouveau à la spatule.', 'Verser la pâte à gâteau dans un moule beurré et cuire pendant 40 à 50 minutes.', 'Déguster !']",bon marché,4,10,40,50,"['https://assets.afcdn.com/recipe/20170529/37207_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20170529/37211_w314h314c1cx3000cy2000.webp', 'https://assets.afcdn.com/recipe/20170529/37209_w314h314c1cx2000cy3000.webp']"
4464,Tarte aux prunes facile,https://www.marmiton.org/recettes/recette_tarte-aux-prunes-facile_22951.aspx,4.4,dessert,tarte,tarte aux prunes,,,très facile,"[""Préchauffer le four à 180°C (thermostat 6)\nEtaler la pâte dans le moule à tarte et la piquer à l'aide d'une fourchette"", 'Mettre un papier cuisson et des pois dessus puis enfourner pour 10 minutes de précuisson', 'Dans un saladier mélanger les oeufs, le sucre et la crème fraîche et verser le mélange dans le fond de tarte', 'Couper les prunes en deux et les disposer de façon circulaire.', 'Enfourner à nouveau pour 30 minutes de cuisson.']",moyen,4,15,40,55,"['https://assets.afcdn.com/recipe/20181017/82816_w314h314c1cx1753cy2337cxt0cyt0cxb3506cyb4675.webp', 'https://assets.afcdn.com/recipe/20100120/1864_w314h314c1cx256cy192.webp', 'https://assets.afcdn.com/recipe/20130928/6715_w314h314c1cx2376cy1584.webp']"
4465,Financier minute (pour utiliser des blancs d'oeuf),https://www.marmiton.org/recettes/recette_financier-minute-pour-utiliser-des-blancs-d-oeuf_17526.aspx,4.8,dessert,gâteau,petits gâteaux,,,très facile,"[""Mélanger les blancs d'oeufs, la farine, le sucre et les amandes en fouettant énergiquement."", 'Ajouter le beurre fondu. Verser dans un moule beurré.', 'Cuire 20 minutes à 200°C (thermostat 6/7).']",bon marché,4,10,20,30,"['https://assets.afcdn.com/recipe/20200430/110248_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20200430/110249_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp', 'https://assets.afcdn.com/recipe/20131201/10643_w314h314c1cx1632cy1224.webp']"
