id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
11,Lasagnes à la bolognaise,https://www.marmiton.org/recettes/recette_lasagnes-a-la-bolognaise_18215.aspx,4.9,plat principal,pâtes,riz,semoule,lasagne,moyenne,"[""Faire revenir gousses hachées d'ail et les oignons émincés dans un peu d'huile d'olive."", 'Ajouter la carotte et la branche de céleri hachée puis la viande et faire revenir le tout.', ""Au bout de quelques minutes, ajouter le vin rouge. Laisser cuire jusqu'à évaporation."", ""Ajouter la purée de tomates, l'eau et les herbes.\nSaler, poivrer, puis laisser mijoter à feu doux 45 minutes."", 'Préparer la béchamel : faire fondre 100 g de beurre.', ""Hors du feu, ajouter la farine d'un coup."", ""Remettre sur le feu et remuer avec un fouet jusqu'à l'obtention d'un mélange bien lisse."", 'Ajouter le lait peu à peu.', ""Remuer sans cesse, jusqu'à ce que le mélange s'épaississe."", 'Ensuite, parfumer avec la muscade, saler, poivrer. Laisser cuire environ 5 minutes, à feu très doux, en remuant. Réserver.', ""Préchauffer le four à 200°C (thermostat 6-7).\nHuiler le plat à lasagnes. Poser une fine couche de béchamel puis des feuilles de lasagnes, de la bolognaise, de la béchamel et du parmesan.\nRépéter l'opération 3 fois de suite."", 'Sur la dernière couche de lasagnes, ne mettre que de la béchamel et recouvrir de fromage râpé. Parsemer quelques noisettes de beurre.', 'Enfourner pour environ 25 minutes de cuisson.', 'Déguster']",moyen,4,30,135,165,"['https://assets.afcdn.com/recipe/20200408/109520_w314h314c1cx1866cy2800cxt0cyt0cxb3732cyb5600.webp', 'https://assets.afcdn.com/recipe/20221013/136146_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20160630/63224_w314h314c1cx1500cy2248.webp']"
12,Gratin Dauphinois,https://www.marmiton.org/recettes/recette_gratin-dauphinois_13809.aspx,4.8,accompagnement,gratin de pommes de terre,gratin dauphinois,,,facile,"[""Eplucher, laver et couper les pommes de terre en rondelles fines (NB : ne pas les laver APRES les avoir coupées, car l'amidon est nécessaire à une consistance correcte)."", ""Hacher l'ail très finement."", ""Porter à ébullition dans une casserole le lait, l'ail, le sel, le poivre et la muscade puis y plonger les pommes de terre et laisser cuire 10 à 15 min, selon leur fermeté."", ""Préchauffer le four à 180°C (thermostat 6) et beurrer un plat à gratin à l'aide d'une feuille de papier essuie-tout."", 'Placer les pommes de terre égouttées dans le plat. Les recouvrir de crème, puis disposer des petites noix de beurre sur le dessus.', 'Enfourner pour 50 min à 1 heure de cuisson.\n\nUtiliser le lait restant de la cuisson des pommes de terre pour faire une soupe ou une purée dans la foulée.']",bon marché,4,25,1,26,"['https://assets.afcdn.com/recipe/20201217/116563_w314h314c1cx1116cy671cxt0cyt0cxb2232cyb1342.webp', 'https://assets.afcdn.com/recipe/20160401/5313_w314h314c1cx2088cy1412.webp', 'https://assets.afcdn.com/recipe/20180622/79932_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp']"
13,Aubergines au four,https://www.marmiton.org/recettes/recette_aubergines-au-four_13572.aspx,4.3,plat principal,plat végétarien,aubergine,,,très facile,"['Coupez chaque aubergine en 2 dans le sens de la longueur (ne pas les éplucher). Zébrez la chair avec un couteau.', ""Tartinez d'une 1/2 cuillère d'huile d'olive la chair de chaque 1/2 aubergine."", 'Ajoutez les herbes, salez, poivrez.', ""Mettre au four à 200°C (thermostat 6-7) jusqu'à ce que la chair soit molle. Ce plat se mange 'à la coque' avec une petite cuillère.""]",bon marché,4,5,35,40,"['https://assets.afcdn.com/recipe/20200503/110328_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20200503/110329_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp', 'https://assets.afcdn.com/recipe/20181107/83677_w314h314c1cx1060cy707cxt0cyt0cxb2121cyb1414.webp']"
14,Couscous poulet et merguez facile,https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx,4.8,plat principal,plat unique,couscous,,,très facile,"['Lavez et épluchez les carottes, les navets et les tomates et les couper en cubes.', ""Dans un autocuiseur, versez 3 cuillères à soupe d'huile d'olive. Mettez à chauffer et faites-y dorer les pilons de poulet. Quand ils sont dorés, versez l'équivalent d'1 litre d'eau et ajouter les cubes de bouillon de boeuf, le concentré de tomate, les carottes, navets et tomates, les épices à couscous et l'harissa."", 'Fermez votre autocuiseur et compter 25 mn de cuisson une fois que celui-ci est monté en pression.', 'En attendant, lavez et coupez les courgettes en cubes et égouttez les pois chiches.', 'Une fois les 25 mn écoulées, évacuez la vapeur de votre autocuiseur, ouvrez et rajouter les courgettes et les pois chiches.', 'Remettez au feu : comptez 10 mn de cuisson une fois votre autocuiseur sous pression.', 'Faites cuire vos merguez sur un grill ou à la poêle, mais pas avec les légumes.', ""Servez accompagné d'une semoule fine.""]",bon marché,4,30,35,65,"['https://assets.afcdn.com/recipe/20180621/79724_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20221013/136129_w314h314c1cx1792cy1006cxt0cyt0cxb3584cyb2012.png', 'https://assets.afcdn.com/recipe/20130131/25742_w314h314c1cx256cy192.webp']"
15,"Pâtes à la ""carbonara"" à la française",https://www.marmiton.org/recettes/recette_pates-a-la-carbonara_80453.aspx,4.5,plat principal,pâtes,riz,semoule,pâtes en sauce,très facile,"[""Cuire les pâtes dans un grand volume d'eau bouillante salée."", ""Emincer les oignons et les faire revenir à la poêle. Dès qu'ils ont bien dorés, y ajouter les lardons."", 'Préparer dans un saladier la crème fraîche, les oeufs, le sel, le poivre et mélanger.', ""Retirer les lardons du feu dès qu'ils sont dorés et les ajouter à la crème."", 'Une fois les pâtes cuite al dente, les égoutter et y incorporer la crème. Remettre sur le feu si le plat a refroidi.', 'Servir et bon appétit !\nVous pouvez également agrémenter votre plat avec des champignons.']",bon marché,4,10,10,20,"['https://assets.afcdn.com/recipe/20211214/125831_w314h314c1cx866cy866cxt0cyt292cxb1732cyb1732.webp', 'https://assets.afcdn.com/recipe/20221013/136184_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20120828/10062_w314h314c1cx256cy192.webp']"
16,Poulet au four simple et savoureux,https://www.marmiton.org/recettes/recette_poulet-au-four-version-light_218020.aspx,4.8,plat principal,viande,viande rôtie,,,facile,"[""Préchauffer le four à 200°C (thermostat 6).\n Placer à l'intérieur du poulet deux gousses d'ail et les feuilles de laurier."", 'Préparer la sauce en mélangeant le jus de citron et le verre de bouillon de volaille. Arroser copieusement le poulet et verser le reste du jus dans le plat.', 'Saupoudrer le gros sel sur le poulet.', 'Placer le poulet dans le plat, avec les oignons coupés en quatre et les tomates cerises.', ""Placer le poulet au four durant environ 1 heure 40 à 200°C. (Au bout de 20 min de cuisson, retourner le poulet et laisser cuire 20 min, puis le replacer à l'endroit pour la suite de la cuisson)"", ""Attention : Arroser le poulet avec son jus le plus souvent possible durant la cuisson (ajouter de l'eau si nécessaire). Le poulet n'en sera que plus moelleux !"", 'Récupérer le jus à la fin de la cuisson, avec les tomates et les oignons, dans un bol, et placer sur la table, avec une belle salade verte et une poêlée de pommes de terres nouvelles.']",moyen,4,15,140,155,"['https://assets.afcdn.com/recipe/20200408/109519_w314h314c1cx1933cy2466cxt0cyt0cxb3744cyb5616.webp', 'https://assets.afcdn.com/recipe/20221013/136165_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20180208/77447_w314h314c1cx1550cy1154cxt0cyt0cxb3100cyb2309.webp']"
17,Délicieuse marinade pour poulet,https://www.marmiton.org/recettes/recette_delicieuse-marinade-pour-poulet_345860.aspx,4.4,plat principal,viande,,,,très facile,"[""Mélanger dans un saladier tout les ingrédients, le citron, l'huile d'olive, le vinaigre balsamique et le miel."", ""Couper l'ail finement, l'ajouter à la marinade et mélanger."", 'Ajouter les blancs de poulet coupés en cubes.', 'Laisser mariner au moins 2h et plus si possible ! Voilà une marinade réalisée en moins de 5 minutes et délicieuse ! Elle est parfaite pour un barbecue et convient également pour une cuisson au four !']",bon marché,4,5,30,35,"['https://assets.afcdn.com/recipe/20200622/112020_w314h314c1cx2880cy1920cxt0cyt0cxb5760cyb3840.webp', 'https://assets.afcdn.com/recipe/20200622/112019_w314h314c1cx1920cy2880cxt0cyt0cxb3840cyb5760.webp', 'https://assets.afcdn.com/recipe/20160924/5600_w314h314c1cx844cy1500.webp']"
18,Cuisses de poulet au four,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-au-four_67408.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,"['Faire préchauffer le four à 210°C (thermostat 7).\nDéposer les cuisses de poulet dans un plat allant au four.', ""Eplucher l'oignon, le couper en quatre. Le mettre dans le plat avec les cuisses. Ajouter, la gousse d'ail, le thym, les feuilles de laurier, le bouillon de cube coupé en quatre, les baies de genièvre, et le clou de girofle."", ""Ajouter l'eau. Arroser les cuisses d'huile d'olive."", 'Enfourner à 210°C pendant 35 minutes. Arroser les cuisses de temps en temps pendant la cuisson.']",bon marché,4,10,35,45,"['https://assets.afcdn.com/recipe/20221010/135896_w314h314c1cx1089cy845cxt154cyt380cxb1499cyb1342.webp', 'https://assets.afcdn.com/recipe/20180713/81225_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20120923/64412_w314h314c1cx256cy192.webp']"
19,Rougail saucisse,https://www.marmiton.org/recettes/recette_rougail-saucisse_22851.aspx,4.7,plat principal,plat unique,rougail,,,très facile,"[""Piquez les saucisses et mettez les dans l'eau bouillante pendant 10 mn, dans la même marmite qui vous servira à la préparation du plat afin de garder les saveurs."", ""Videz la marmite. Réservez les saucisses. Faites-y chauffer de l'huile d'olive."", ""Faites revenir les oignons émincés et l'ail écrasé sans qu'ils soient trop colorés."", 'Coupez les saucisses en troncons de 1,5 cm puis faites les revenir avec les oignons. Au bout de 5 mn, ajoutez les tomates coupées en petits morceaux et les aromates (le piment en morceaux).', ""Mélangez le tout puis laisser mijoter sur feu doux en ôtant le couvercle de temps à autre pour éliminer l'excès d'eau."", 'Servez avec du riz thai']",bon marché,4,20,20,40,"['https://assets.afcdn.com/recipe/20200219/107902_w314h314c1cx4330cy2886cxt0cyt0cxb8660cyb5773.webp', 'https://assets.afcdn.com/recipe/20180621/79718_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20140123/46814_w314h314c1cx1024cy768.webp']"
20,Pizza maison,https://www.marmiton.org/recettes/recette_pizza-maison_313213.aspx,5,pizza,tarte,quiche,pizza,,facile,"[""Dans un saladier, placez les 300 g de farine, puis la levure, puis le bicarbonate de soude, la pincée de sel et celle de poivre. Ajoutez aussi le paprika et le sel d'ail selon votre goût. Mélangez à sec pour homogénéiser les ingrédients."", ""Versez ensuite la moitié des 20 cl d'eau, remuez avec votre doigt. Versez enfin le reste de l'eau puis remuez, lorsque la pâte est collante, utilisez votre main pour mélanger le tout, jusqu'à obtenir une pâte collante sans reste de farine."", ""Ajoutez alors un peu de farine à la main, mélangez et pétrissez. Recommencez l'opération (farine plus pétrissage) jusqu'à obtenir une boule de pâte que ne colle plus."", 'Mettez un peu de farine au fond de votre saladier et sur ses côtés, puis remettez la boule dedans, et couvrez avec un torchon propre.', 'Laissez reposer la pâte environ 2 heures (ou moins voire pas du tout si vous êtes pressés).', 'Préparation de la pizza.\nMettez votre four à préchauffer à 220°C.\nSur votre plan de travail, étalez un peu de farine afin que la boule de colle pas.', ""Saupoudrez votre boule d'un peu de farine et sortez là du saladier. Avec un rouleau à pâtisserie, faites-en un disque d'environ 35 cm de diamètre."", 'Posez la pâte ainsi formée sur votre plaque, avec en dessous du papier sulfurisé ou à défaut de la farine, pour que la pâte ne reste pas collée sur la plaque à la cuisson.', ""Étalez la sauce tomate sur la pâte, jusqu'à ne presque plus voir la pâte au travers (2 à 3 mm d'épaisseur de sauce)."", ""Repartissez ensuite la viande sur la surface. Faites de même avec le fromage, jusqu'à couvrir correctement toute la surface. Enfin placez les olives. Saupoudrez d'une belle pincée d'herbes de Provence."", 'Enfournez au milieu du four pendant 8 min pour une pâte moelleuse, 10 à 12 min pour une pâte plus croustillante.', 'Sortez la pizza quand le fromage est bien fondu et commence à faire des bulles et à dorer. Découpez et servez.']",bon marché,4,35,15,50,"['https://assets.afcdn.com/recipe/20200219/107901_w314h314c1cx4330cy2886cxt0cyt0cxb8660cyb5773.webp', 'https://assets.afcdn.com/recipe/20181017/82862_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20131124/47200_w314h314c1cx1632cy1224.webp']"
21,Tomates farcies facile,https://www.marmiton.org/recettes/recette_tomates-farcies-facile_63622.aspx,4.6,plat principal,plat unique,légumes farcis,,,très facile,"[""Eplucher et hacher les oignons. Eplucher et hacher les gousses d'ail."", ""Mettre la moitié des oignons dans la chair à saucisse. Ajouter l'ail, le sel, le poivre et un peu de persil."", ""Couper le haut des tomates et les évider. Poivrer et saler l'intérieur. Mettre la farce à l'intérieur et remettre les chapeaux."", 'Mettre le reste des oignons dans un plat avec la chair des tomates.', ""Mettre les tomates farcies dans le plat. Parsemez d'un peu de thym et mette une noisette de beurre sur chaque tomates. Faire cuire au four chaud à 180°C (thermostat 6) pendant 1 heure environ."", 'Servir avec du riz.']",bon marché,4,20,1,21,"['https://assets.afcdn.com/recipe/20171012/73069_w314h314c1cx1944cy1292cxt0cyt0cxb3888cyb2585.webp', 'https://assets.afcdn.com/recipe/20180713/81172_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20130901/17528_w314h314c1cx1296cy968.webp']"
22,Rôti de boeuf au four tout simple,https://www.marmiton.org/recettes/recette_roti-de-boeuf-au-four-tout-simple_342546.aspx,4.3,plat principal,viande,viande rôtie,,,facile,"[""Préchauffer le four à 220°C (thermostat 7-8).\nMettre le rôti avec barde et ficelles dans un plat qui va au four. Couper la gousse d'ail en deux et en frotter le rôti. Parsemer le haut du rôti de thym et l'arroser d'huile d'olive. Poser les gousses d'ail sur le rôti."", ""Enfourner pour 15 minutes de cuisson. Sortir le rôti et retirer la barde et la ficelle. Ajouter l'eau et faire tomber l'ail dans le plat"", 'Saler et poivrer à convenance le rôti. Laisser cuire 10 à 15 minutes au four selon la cuisson désirée.']",bon marché,4,5,25,30,"['https://assets.afcdn.com/recipe/20180621/79712_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20221013/136064_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20160315/64318_w314h314c1cx360cy480.webp']"
23,La pâte à galettes de blé noir traditionnelle,https://www.marmiton.org/recettes/recette_la-pate-a-galettes-de-ble-noir-traditionnelle_35351.aspx,4.4,plat principal,plat unique,galette de sarrasin,crêpe salée,,facile,"['Dans un saladier, mélanger la farine et le gros sel.', ""A l'aide d'un fouet, verser l'eau en deux ou trois fois, tout en mélangeant la préparation. On obtient une pâte lisse et épaisse à laquelle on ajoute un oeuf pour donner une belle coloration à la cuisson."", 'Filmer et laisser reposer 1 à 2 heures au réfrigérateur.', ""Graisser la crêpière avec une coton imbibé d'huile. Verser une louche de pâte, attendre que la galette colore pour la décoller à l'aide d'une spatule et la retourner. La laisser cuire encore 1 mn environ."", ""Pour une galette complète, beurrer généreusement les deux côtés de la galette et déposer au centre de l'un des deux, du jambon et de l'emmental râpé, puis casser un oeuf au centre de la galette. \nUne fois qu'il commence à cuire, saler, poivrer et rabattre les bords de la galette de façon à ne laisser paraître que le jaune. \nC'est prêt une fois que l'oeuf est assez cuit.""]",bon marché,4,20,0,20,"['https://assets.afcdn.com/recipe/20180713/80966_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20140103/3950_w314h314c1cx926cy1122.webp', 'https://assets.afcdn.com/recipe/20140217/2003_w314h314c1cx968cy648.webp']"
