id,title,url,rate,Tag1,Tag2,Tag3,Tag4,Tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
2531,Milk shake à la vanille,https://www.marmiton.org/recettes/recette_milk-shake-a-la-vanille_45416.aspx,4.5,,,,,,très facile,"['Mixez (à froid) le lait avec la glace vanille.', 'Ajoutez 2 à 3 gouttes de vanille liquide, puis servez dans 4 grands verres que je vous conseille de décorer avec des copeaux de chocolat et de la chantilly.', 'Voilà, vous pouvez déguster vos milk shakes vanille...']",bon marché,4,10,0,10,"['https://assets.afcdn.com/recipe/20130722/11177_w314h314c1cx1720cy2404.webp', 'https://assets.afcdn.com/recipe/20220426/131515_w314h314c1cx2120cy1416cxt0cyt0cxb4240cyb2832.jpeg', 'https://assets.afcdn.com/recipe/20130820/7987_w314h314c1cx293cy369.webp']"
2532,Bissap (Sénégal),https://www.marmiton.org/recettes/recette_bissap-senegal_13796.aspx,4.4,boissons,boissons froides,boissons à l'hisiscus,,,très facile,"['Rincer le bissap.', ""Faire bouillir le bissap et l'eau jusqu'à totale coloration de l'eau."", ""Laisser refroidir puis retirer le bissap du jus de cuisson. Ajouter à ce jus les sucres, muscade, eau de fleur d'oranger et mélanger."", 'Mettre au frais pendant 5 heures et servir très frais.']",moyen,4,20,10,30,['https://static.afcdn.com/relmrtn/lazyload.png']
2533,Limoncello (liqueur de citron),https://www.marmiton.org/recettes/recette_limoncello_12511.aspx,4.7,boissons,digestif,liqueur,,,très facile,"[""Faire macérer les zestes de citrons 10 jours dans 1/2 litre d'alcool ou d'eau de vie."", 'Retirer les zestes au bout de 10 jours.', ""Si vous utilisez l'alcool et non l'eau de vie, diluer les 400 g de sucre dans 1/2 litre d'eau. Ou dans le 1/2 l d'eau de vie restant."", 'Mélanger les 2 liquides.', 'Mettre en bouteille. Se conserve au congélateur. Se sert à la sortie du congélo.']",bon marché,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
2534,Citronnade,https://www.marmiton.org/recettes/recette_citronnade_39325.aspx,4.2,,,,,,très facile,"[""Faites chauffer l'eau dans une bouilloire ou une casserole."", 'Coupez les extrémités des citrons, puis coupez-les en tranches pas trop épaisses.', ""Coupez l'orange en deux, puis pressez-la."", ""Dans un saladier, versez le sucre, et les rondelles de citrons. Mélangez bien le tout, puis versez l'eau chaude."", ""Laissez infuser les rondelles de citrons dans l'eau, puis ajoutez le jus d'orange à la préparation."", ""Une fois que l'eau a refroidi, pressez les rondelles de citron afin d'en récupérer la pulpe."", 'Versez la préparation dans une cruche, ou dans une bouteille, puis réservez-la au réfrigérateur.']",bon marché,4,45,10,55,"['https://assets.afcdn.com/recipe/20200907/113907_w314h314c1cx548cy540cxt0cyt0cxb1097cyb1080.webp', 'https://assets.afcdn.com/recipe/20200907/113908_w314h314c1cx540cy769cxt0cyt0cxb1080cyb1538.webp', 'https://assets.afcdn.com/recipe/20170412/314_w314h314c1cx1500cy1000.webp']"
2535,Kéfir de fruits (type limonade à l'ancienne),https://www.marmiton.org/recettes/recette_kefir-de-fruits-type-limonade-a-l-ancienne_92639.aspx,4.3,boissons,boissons froides,boissons fermentées,,,très facile,"[""Se munir d'un grand récipient (ex: bocal «\xa0Le parfait 3l\xa0») et de bouteilles à fermeture mécanique (type limonade à l'ancienne ex : 1l + 75cl + 75cl)"", ""Égoutter les graines de kéfir dans une passoire tamis, les rincer, peser 200g et le verser dans le grand bocal. Ajouter un peu d'eau, 200g de sucre en poudre, 3 figues sèches coupées en deux et le jus d'un citron. Compléter avec de l'eau jusqu'à 2 ou 3 cm du haut du bocal (eau sans chlore de préférence). Refermez votre bocal et bien secouer pour que le sucre ne reste pas au fond."", ""Laissez fermenter environ 12-24h. (Durée a moduler s'il fait froid ou si l'on veut un kéfir plus corsé qu'une limonade)."", ""Retirer les figues qui doivent avoir remonté à la surface et mettre en bouteille à l'aide de la passoire tamis et d'un entonnoir. Laisser 3-4 cm d'air en haut des bouteilles et refermez les."", ""Rincez les graines de kéfir avant de les remettre avec de l'eau et un peu de sucre dans un petit bocal au frigo. (peut se conserver plusieurs mois dans ces conditions si on les sort une fois par mois pour les réactiver : rincer, changer l'eau et mettre un peu de sucre)"", ""Laissez la fermentation se poursuivre en bouteille pendant 4-5 jours à température ambiante. (c'est là que les bulles vont s'affiner)"", ""Puis stocker au frigo et consommer dès que c'est frais."", 'Les bouteilles peuvent se conserver au frigo au moins une semaine mais attention ça continue quand même doucement à fermenter.', 'bonne dégustation']",bon marché,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
2536,Café frappé (café glacé grec),https://www.marmiton.org/recettes/recette_cafe-frappe-cafe-glace-grec_24820.aspx,4.5,boissons,boissons froides,boissons frappées,,,très facile,"[""Mettre le café, l'eau et les glacons dans un shaker. Ajouter du sucre en poudre selon votre goût. Secouer bien fort jusqu'à la présence d'une mousse bien ferme."", 'Servir dans un verre haut, avec une paille.']",bon marché,4,5,0,5,['https://static.afcdn.com/relmrtn/lazyload.png']
2537,Vrai planteur martiniquais,https://www.marmiton.org/recettes/recette_vrai-planteur-martiniquais_167480.aspx,4.8,apéritif ou buffet,cocktail apéritif,punch,,,très facile,"['4 jours avant la dégustation, mélanger le rhum, la cannelle et les zestes des 3 citrons puis ajouter les jus et les dés de citrons .', ""Laissez macérer au frais puis, le matin de la dégustation, ajouter le sucre de canne (j'en mets environ 25/30cl mais il vaut mieux en mettre peu et ajuster à son goût).""]",moyen,4,20,0,20,"['https://assets.afcdn.com/recipe/20221013/136055_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20140627/3122_w314h314c1cx968cy1296.webp', 'https://assets.afcdn.com/recipe/20240805/153185_w314h314c1cx2016cy1512cxt0cyt0cxb4032cyb3024.jpeg']"
2538,Cocktail Tequila sunrise,https://www.marmiton.org/recettes/recette_cocktail-tequila-sunrise_11599.aspx,4.9,apéritif ou buffet,cocktail apéritif,Tequila sunrise,,,moyenne,"[""Versez la tequila et le jus de citron dans un verre à cocktail garni de glace et allongez de jus d'orange."", ""Posez 1 tranche d'orange sur la boisson et versez la grenadine.""]",moyen,4,5,0,5,"['https://assets.afcdn.com/recipe/20180921/82297_w314h314c1cx2000cy3000cxt0cyt0cxb4000cyb6000.webp', 'https://assets.afcdn.com/recipe/20130925/25080_w314h314c1cx2015cy1865.webp', 'https://assets.afcdn.com/recipe/20130924/25079_w314h314c1cx1024cy1536.webp']"
2539,Bubble tea,https://www.marmiton.org/recettes/recette_bubble-tea_345399.aspx,4.8,boissons,boissons froides,,,,très facile,"[""Faire bouillir une casserole d'eau et laisser infuser le thé."", 'Ajouter le sirop puis laisser refroidir le thé.', ""Plonger les perles du Japon dans une casserole d'eau bouillante et ajouter le colorant alimentaire. Laisser cuire 15 minutes minimum, à feu doux, tout en remuant régulièrement. Les perles doivent devenir complètement translucides."", 'Égoutter les perles.', 'Répartir les perles dans le fond de 2 verres, ajouter des glaçons puis remplir le verre avec le thé.', ""Déposer une paille et c'est prêt !""]",bon marché,4,15,15,30,"['https://assets.afcdn.com/recipe/20200605/111747_w314h314c1cx2808cy1872cxt0cyt0cxb5616cyb3743.webp', 'https://assets.afcdn.com/recipe/20160804/38855_w314h314c1cx2000cy3000.webp', 'https://assets.afcdn.com/recipe/20170910/71875_w314h314c1cx2048cy1152cxt0cyt0cxb4096cyb2304.webp']"
2540,Soupe au Champagne (cocktail),https://www.marmiton.org/recettes/recette_soupe-au-champagne-cocktail_17232.aspx,4.8,apéritif ou buffet,cocktail apéritif,cocktail champagne,,,très facile,"['Verser dans un récipient le Cointreau, le sucre de canne et le jus de citron. \nFaire macérer pendant une nuit.', 'Ajouter le Champagne au moment de servir avec les glaçons.']",moyen,4,10,0,10,"['https://assets.afcdn.com/recipe/20221011/135952_w314h314c1cx1060cy707cxt0cyt0cxb2120cyb1414.webp', 'https://assets.afcdn.com/recipe/20230621/143700_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20181217/84886_w314h314c1cx2625cy1506cxt0cyt0cxb4287cyb2843.webp']"
2541,Rhum arrangé,https://www.marmiton.org/recettes/recette_rhum-arrange_14074.aspx,4.4,apéritif ou buffet,cocktail apéritif,cocktail rhum,,,très facile,"['Dans une bouteille vide, glisser les fruits au préalablement grossièrement découpés (vider les fruits de la passion et ne se servir que des graines, bien entendu !), ajouter les gousses de vanille fendues et la cannelle entière.', 'Ajouter un verre à moutarde de sucre liquide.', 'Compléter avec le rhum.', 'Patienter au moins 3 semaines.', 'Servir frais !']",moyen,4,25,0,25,"['https://assets.afcdn.com/recipe/20221013/136052_w314h314c1cx2927cy1736cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20140712/47277_w314h314c1cx222cy394.webp', 'https://assets.afcdn.com/recipe/20160930/37887_w314h314c1cx1224cy1632.webp']"
2542,Thé à la menthe marocain,https://www.marmiton.org/recettes/recette_the-a-la-menthe-marocain_11146.aspx,4.2,boissons,boissons chaudes,thé,,,facile,"[""Faire chauffer de l'eau, verser 1 petit verre d'eau bouillante sur 2 cuillères à café de thé vert."", ""Après une minute, jeter le liquide, garder le thé. (c'est pour enlever la première amertume du thé), puis verser le reste de l'eau (il faut avoir une petite théière, équipée idéalement d'un filtre dans le bec verseur, c'est + facile)."", ""Ajouter ensuite la menthe fraîche, en noyant tout de suite les feuilles dans l'eau (si elles surnagent, elles prennent un goût de brûlé, un peu amer -avec l'habitude, vous le reconnaîtrez- c'est pour les marocains quand le thé est brûlé)."", 'Par dessus, ajouter les sucres (au moins 25-30 sucres pour 4-5 verres).', 'Pour mélanger.', ""On verse dans les verres en tenant la théière bien haut pour faire 'mousser' le sucre... et on boit très chaud.""]",bon marché,4,10,10,20,"['https://assets.afcdn.com/recipe/20200504/110609_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20161118/17659_w314h314c1cx2144cy1424.webp', 'https://assets.afcdn.com/recipe/20200504/110610_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp']"
2543,Mimosa cocktail,https://www.marmiton.org/recettes/recette_mimosa-cocktail_371689.aspx,4.8,apéritif ou buffet,cocktail apéritif,,,,très facile,"[""Directement dans une flûte à champagne, verser le Grand-Marnier et le jus d'orange."", 'Compléter avec du champagne puis mélanger délicatement avec une cuillère.']",bon marché,4,4,0,4,['https://static.afcdn.com/relmrtn/lazyload.png']
2544,Americano (cocktail),https://www.marmiton.org/recettes/recette_americano-cocktail_12544.aspx,5.0,,,,,,très facile,"['Préparez directement dans un grand tumbler (grand verre). Mettez 2 cubes de glace. Versez le Bitter Campari, le vermouth italien.', 'Brassez avec la cuillère à mélange.', ""Ajoutez de l'eau de Seltz, suivant votre goût."", ""Décorez avec un zeste de citron et un zeste d'orange.""]",bon marché,4,10,0,10,['https://static.afcdn.com/relmrtn/lazyload.png']
2545,Jus de citron au gingembre,https://www.marmiton.org/recettes/recette_jus-de-citron-au-gingembre_46364.aspx,4.5,,,,,,très facile,"[""Presser les citrons dans une carafe, ajouter le litre d'eau (on peut aussi ajouter un peu de zeste, selon les goûts)."", ""Raper le gingembre frais et l'ajouter au jus."", 'Laisser macérer une demi-journée.']",bon marché,4,5,0,5,['https://assets.afcdn.com/recipe/20170303/35667_w314h314c1cx1557cy2360.webp']
2546,Sirop de sucre,https://www.marmiton.org/recettes/recette_sirop-de-sucre_13518.aspx,3.5,,,,,,très facile,"[""Faire chauffer le sucre et l'eau jusqu'au frémissement."", 'Dès que le sucre est fondu, retirer du feu et laisser refroidir.', 'Mettre au frigo en attendant de consommer, ça se garde 1 mois ou 2 au frais.', ""On peut s'amuser à faire infuser quelques clous e girofle, du macis (écorce de muscade), et de la cannelle, ça donne un sirop aux épices qui parfume très agréablement le ti'punch.""]",bon marché,4,15,5,20,"['https://assets.afcdn.com/recipe/20220426/131519_w314h314c1cx2120cy1416cxt0cyt0cxb4240cyb2832.jpeg', 'https://assets.afcdn.com/recipe/20170310/18312_w314h314c1cx1198cy1676.webp', 'https://assets.afcdn.com/recipe/20240707/152562_w314h314c1cx2016cy1512cxt0cyt0cxb4032cyb3024.jpeg']"
2547,Irish coffee ( Irlande ),https://www.marmiton.org/recettes/recette_irish-coffee-irlande_12137.aspx,4.4,boissons,boissons chaudes,café,,,moyenne,"[""Deux astuces avant de commencer : le whiskey sucré et le café doivent être à la même température, c'est à dire très chauds."", 'L\'autre astuce est un petit instrument très simple à réaliser, il vous suffit de ""sacrifier"" une petite cuillère : pliez une cuillère en ""L"" de façon à former un angle de 90°.', 'Dans un grand verre à pied résistant à la chaleur, versez le whiskey et le sucre de canne bien chaud. Utilisez ensuite votre petite cuillère pliée : il faut la placer dans le verre, à la surface du mélange, versez ensuite le café chaud dans la cuillère, en la remontant au fur et à mesure. Cela permet au café de ne pas ""plonger"" dans le whiskey, donc de rester au dessus et former une deuxième couche.', 'Ajoutez alors la chantilly, qui va former la troisième couche. Eventuellement, saupoudrez de cacao non sucré. Servez avec une paille.']",moyen,4,5,0,5,"['https://assets.afcdn.com/recipe/20221013/136051_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20130823/44585_w314h314c1cx1872cy2808.webp', 'https://assets.afcdn.com/recipe/20141126/42718_w314h314c1cx1024cy768.webp']"
2548,Gin tonic,https://www.marmiton.org/recettes/recette_gin-tonic_371687.aspx,0.0,apéritif ou buffet,cocktail apéritif,,,,très facile,"['Verser les glaçons directement dans le verre.', 'Ajouter le gin et compléter avec le tonic.', 'Ajouter une ou deux rondelles de citron et servir bien frais.']",bon marché,4,5,0,5,"['https://assets.afcdn.com/recipe/20230621/143698_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20190222/88184_w314h314c1cx3680cy1940cxt0cyt0cxb6720cyb4480.webp']"
2549,Spritz au limoncello,https://www.marmiton.org/recettes/recette_spritz-au-limoncello_533852.aspx,5.0,apéritif ou buffet,cocktail apéritif,spritz,,,très facile,"[""Dans 6 verres, verser d'abord 2,5 cl de limoncello et 750 ml de sucre de canne. Mélanger. Compléter ensuite avec le prosecco et l’eau gazeuse. Terminer avec des glaçons une tranche de citron dans chaque verre.""]",bon marché,4,5,0,5,['https://static.afcdn.com/relmrtn/lazyload.png']
2550,Kéfir de fruit,https://www.marmiton.org/recettes/recette_kefir-de-fruit_383812.aspx,3.0,boissons,boissons froides,boissons fermentées,,,très facile,"['Dans un bocal, verser l’eau, y diluer le sucre puis ajouter les grains de kéfir, les fruits secs, l’agrume (coupé en quartier).', 'Laisser fermenter 24h à 48h (le milieu devient trouble, des bulles sortent régulièrement des grains et les fruits secs remontent en surface).', 'Enlever les fruits secs et les quartiers d’agrume, filtrer la boisson et la transvaser dans des bouteilles avec fermetures hermétiques (type bouteilles de soda).', 'Rincer les grains et relancer une fermentation dans la foulée, ou stocker les grains dans un peu d’eau sucrée au frais dans l’attente d’une utilisation ultérieure.', 'Laisser la fermentation se poursuivre 2-3 jours à température ambiante dans les bouteilles fermées, puis conserver les bouteilles au frigo jusqu’à leur consommation.']",bon marché,4,15,0,15,['https://static.afcdn.com/relmrtn/lazyload.png']
2551,Hugo (Cocktail),https://www.marmiton.org/recettes/recette_hugo-cocktail_313097.aspx,5.0,,,,,,facile,"['Rincer les feuilles de menthe et les écraser dans un mortier avec un pilon.', 'Verser directement dans un ""verre à vin ballon"" :', 'L’eau gazeuse, suivi du Prosecco et du sirop de fleur de sureau.', 'Ajouter les feuilles de menthe fraîche et la rondelle de citron. Ajouter les glaçons.', 'Remuer délicatement avec une cuillère à mélange pendant 8 à 10 sec.', 'Le cocktail est prêt à être savouré avec une paille.']",bon marché,4,3,0,3,"['https://assets.afcdn.com/recipe/20230621/143697_w314h314c1cx2737cy1967cxt0cyt0cxb5475cyb3934.webp', 'https://assets.afcdn.com/recipe/20200506/110680_w314h314c1cx1706cy2560cxt0cyt0cxb3413cyb5120.webp', 'https://assets.afcdn.com/recipe/20150425/39203_w314h314c1cx426cy320.webp']"
2552,Daiquiri,https://www.marmiton.org/recettes/recette_daiquiri_23248.aspx,4.2,,,,,,très facile,['Mélanger les ingrédients à de la glace pilée dans un shaker. Bien agiter. Passer dans un verre à cocktail rafraîchi.'],bon marché,4,3,0,3,['https://static.afcdn.com/relmrtn/lazyload.png']
2553,Grog au rhum,https://www.marmiton.org/recettes/recette_grog-au-rhum_20790.aspx,4.6,apéritif ou buffet,cocktail apéritif,cocktail rhum,,,très facile,"[""Mettre l'eau à chauffer."", ""Pendant ce temps, presser le jus d'1/2 citron."", ""Dans une chope mettre 2 cuillères à café de miel, le jus de citron, et la valeur d'un petit verre à liqueur de rhum."", ""Quand l'eau commence à faire de petites bulles, vider dans la chope."", 'Boire dès que la température le permet....']",bon marché,4,5,3,8,"['https://assets.afcdn.com/recipe/20181107/83642_w314h314c1cx1765cy2353cxt0cyt0cxb3526cyb4705.webp', 'https://assets.afcdn.com/recipe/20131121/25838_w314h314c1cx1872cy2808.webp', 'https://assets.afcdn.com/recipe/20220113/127353_w314h314c1cx908cy908cxt0cyt0cxb1816cyb1816.jpeg']"
2554,Marquisette,https://www.marmiton.org/recettes/recette_marquisette_30348.aspx,4.6,apéritif ou buffet,cocktail apéritif,cocktail champagne,,,très facile,"[""Faire mariner 24 heures à l'avance le vin, les jus des citrons jaunes et le sucre."", 'Juste avant de servir ajouter le citron vert coupé en petits morceaux et le champagne.']",assez cher,4,10,0,10,"['https://assets.afcdn.com/recipe/20230621/143694_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20180724/81553_w314h314c1cx3360cy2240cxt0cyt0cxb6720cyb4480.webp']"
2555,Vin chaud aux épices (Alsace),https://www.marmiton.org/recettes/recette_vin-chaud-aux-epices-alsace_12995.aspx,4.7,boissons,boissons chaudes,vin chaud,,,très facile,"['Mélanger tous les ingrédients directement dans la casserole : vin,', 'sucre', 'cannelle', 'étoiles de badiane', 'clous de girofle', 'gingembre', 'noix de muscade et zestes.', 'Porter à ébullition très doucement et laisser frémir 5 minutes', ""Servir très chaud dans des verres en filtrant à l'aide d'une passoire."", ""Disposer une rondelle d'orange par verre.""]",bon marché,4,15,5,20,"['https://assets.afcdn.com/recipe/20221214/138438_w314h314c1cx1060cy707cxt124cyt118cxb1902cyb1262.webp', 'https://assets.afcdn.com/recipe/20130122/23388_w314h314c1cx930cy861.webp', 'https://assets.afcdn.com/recipe/20121209/29551_w314h314c1cx256cy192.webp']"
2556,Moscow mule,https://www.marmiton.org/recettes/recette_moscow-mule_531023.aspx,0.0,apéritif ou buffet,cocktail apéritif,cocktail vodka,,,très facile,"['Mettre des glaçons dans votre verre à Moscow mule. Verser la vodka et le jus de citron vert et bien mélanger.', 'Ajouter la ginger beer et une rondelle de citron verre pour la déco.']",moyen,4,5,0,5,"['https://assets.afcdn.com/recipe/20230621/143704_w314h314c1cx886cy600cxt0cyt128cxb1808cyb1080.webp', 'https://assets.afcdn.com/recipe/20210511/120266_w314h314c1cx1060cy707cxt0cyt0cxb2121cyb1414.webp']"
2557,Gin Fizz,https://www.marmiton.org/recettes/recette_gin-fizz_59315.aspx,3.0,apéritif ou buffet,cocktail apéritif,cocktail gin,,,très facile,"['Mélanger tous les ingrédients dans un shaker.', 'Ajouter des glaçons.', 'Agiter vigoureusement 10 secondes.', 'Servir dans un verre.', ""C'est prêt! Bonne dégustation.""]",bon marché,4,2,0,2,"['https://assets.afcdn.com/recipe/20180921/82303_w314h314c1cx1950cy2925cxt0cyt0cxb3901cyb5851.webp', 'https://assets.afcdn.com/recipe/20131025/65424_w314h314c1cx2808cy1872.webp']"
2558,Long island,https://www.marmiton.org/recettes/recette_long-island_371685.aspx,0.0,apéritif ou buffet,cocktail apéritif,,,,très facile,"['Dans shaker rempli de glaçons, verser le rhum, la téquila, le gin, le triple sec, la vodka et le jus de citron.', ""Shaker jusqu'à dissolution des glaçons."", 'Verser dans un verre long, ajouter des glaçons et compléter avec le cola.']",bon marché,4,5,0,5,['https://static.afcdn.com/relmrtn/lazyload.png']
