id,title,url,rate,Tag1,Tag2,Tag3,Tag4,Tag5,difficulty,steps,budget,people,prep_time,cooking_time,total_time,images
3251,Pommes de terres sautées,https://www.marmiton.org/recettes/recette_pommes-de-terres-sautees_36392.aspx,4.9,accompagnement,pommes de terre,pommes sautées,,,très facile,"[""Eplucher et laver les pommes de terre, puis les couper en tranches de 1,5 cm d'épaisseur, puis en cubes. Ne plus les laver."", ""Dans une sauteuse, faire chauffer 3 cuillères à soupe d'huile. Lorsque l'huile est chaude, y mettre les pommes de terre d'un coup, puis les enrober d'huile dans tous les sens avec une cuillère en bois."", 'Ajouter sel et poivre (et éventuellement curry), puis re-mélanger.', ""Porter à feu maximal et faire cuire avec le couvercle jusqu'à ce qu'une bonne odeur de pommes de terre grillées s'échappe... Ne pas les découvrir avant! Cela prend entre 3 et 5 minutes."", 'A ce moment là seulement, retourner les pommes de terre. Baisser la température de 2 graduations (pour mettre à feu moyen).', 'Remettre le couvercle, puis retourner les pommes de terre toutes les 3 min pendant 10 min.', ""Maintenant, elles sont cuites. Vérifier tout de même avec la pointe d'un couteau.""]",bon marché,4,10,10,20,"['https://assets.afcdn.com/recipe/20221007/135810_w314h314c1cx921cy936cxt0cyt333cxb2120cyb1414.webp', 'https://assets.afcdn.com/recipe/20180621/79737_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20110517/44536_w314h314c1cx256cy192.webp']"
3252,Focaccia,https://www.marmiton.org/recettes/recette_focaccia_25818.aspx,4.4,accompagnement,pain,focaccia,,,très facile,"[""Dans une terrine faire un puits avec la farine. Diluer la levure dans l'eau tiède et la verser dans le puits. Ajouter l'huile d'olive. Mettre le sel sur la farine mais pas dans l'eau. Pétrir jusqu'à obtention d'une pâte lisse."", ""La badigeonner très légèrement d'huile d'olive et la laisser reposer 1 heure à température ambiante."", 'Préchauffer le four à 220°C.', ""Etaler la pâte à environ 2 cm d'épaisseur sur du papier sulfurisé. Dessiner sur la pâte des losanges avec un couteau et badigeonner d'huile d'olive. Parsemer légèrement de sel."", ""A la sortie du four badigeonner à nouveau (plus ou moins, selon votre goût) d'huile d'olive."", 'Servir aussitôt.']",bon marché,4,15,20,35,"['https://assets.afcdn.com/recipe/20230630/143924_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20201102/115186_w314h314c1cx1850cy1233cxt0cyt0cxb3700cyb2467.webp', 'https://assets.afcdn.com/recipe/20140526/17108_w314h314c1cx1632cy1224.webp']"
3253,Confit d'oignons ultra rapide,https://www.marmiton.org/recettes/recette_confit-d-oignons-ultra-rapide_36636.aspx,4.7,confiserie,chutney,chutney d'oignon,,,très facile,"[""C'est très simple, éplucher des oignons et les émincer."", ""Faire chauffer une poêle avec quatre bonnes cuillères d'huile d'olive, puis y mettre les oignons."", ""Les faire revenir à feu vif en veillant à ce qu'ils qu'ils n'accrochent pas. Si c'est le cas, mettez plutôt une cuillère d'eau que plein d'huile !!"", 'Ensuite, quand ils sont transparents, déglacer avec le vinaigre balsamique.', ""Baissez le feu, puis ajoutez une cuillère à café de sucre et laissez mijoter encore 15 min. C'est prêt !!""]",bon marché,4,5,25,30,"['https://assets.afcdn.com/recipe/20200218/107799_w314h314c1cx1900cy3573cxt0cyt1681cxb3648cyb5472.webp', 'https://assets.afcdn.com/recipe/20221007/135813_w314h314c1cx1060cy707cxt0cyt0cxb2121cyb1414.webp', 'https://assets.afcdn.com/recipe/20181017/82880_w314h314c1cx1692cy2257cxt0cyt0cxb3385cyb4514.webp']"
3254,fenouils braisés,https://www.marmiton.org/recettes/recette_fenouils-braises_35390.aspx,4.3,accompagnement,légumes,,,,très facile,"['Nettoyer les bulbes de fenouil, les couper en 2 dans la longueur.', 'Faire chauffer 1 cuillère à soupe d’huile d’olive, y mettre les fenouils à revenir pendant 10 mn environ, ils doivent un peu se colorer.', 'Au bout de 5 mn, ajouter les gousses d’ail pelées et coupées en 2 .', 'Verser ensuite le jus de citron, le vin blanc, ajouter le thym et assaisonner.', 'Cuire à couvert pendant environ 30 mn : les fenouils doivent être tendres et confits et le jus très réduit.']",bon marché,4,5,40,45,"['https://assets.afcdn.com/recipe/20200512/111058_w314h314c1cx540cy754cxt0cyt0cxb1080cyb998.webp', 'https://assets.afcdn.com/recipe/20130113/49320_w314h314c1cx192cy256.webp', 'https://assets.afcdn.com/recipe/20150610/50087_w314h314c1cx1296cy968.webp']"
3255,Gratin de pommes de terre fondant,https://www.marmiton.org/recettes/recette_gratin-de-pommes-de-terre-fondant_37453.aspx,4.5,accompagnement,gratin de pommes de terre,autre gratin de pommes de terre,,,facile,"['Épluchez et coupez en fines rondelles les pommes de terre.', ""Frottez le plat à gratin avec la gousse d'ail."", ""Disposez successivement les rondelles de pommes de terre, le gruyère râpé et la crème, salez et poivrez. Recommencez jusqu'en haut du plat pour finir sur une couche de pommes de terre."", 'Ajoutez une noix de beurre.', 'Faites cuire à 200°C (Thermostat 6) pendant 50 min puis 5 min à 240°C (Thermostat 8).', 'Dégustez aussitôt.']",bon marché,4,15,55,70,"['https://assets.afcdn.com/recipe/20180123/77042_w314h314c1cx2625cy1750cxt0cyt0cxb5250cyb3500.webp', 'https://assets.afcdn.com/recipe/20140125/60188_w314h314c1cx139cy90.webp', 'https://assets.afcdn.com/recipe/20140611/63712_w314h314c1cx968cy1296.webp']"
3256,Grenailles (pommes de terre) à l'ail,https://www.marmiton.org/recettes/recette_grenailles-pommes-de-terre-a-l-ail_30243.aspx,4.5,,,,,,très facile,"[""Laver les grenailles, mais ne pas les peler. Les mettre dans une cocotte avec un fond d'huile d'olive, les gousses d'ail non pelées et les feuilles de laurier."", 'Faire cuire à feu tout doux pendant 40 bonnes minutes.', 'Ajouter le sel, laisser encore cuire 5 minutes. Vérifier la cuisson en piquant dedans.', ""C'est prêt, facile à faire et tellement bon.""]",bon marché,4,2,45,47,"['https://assets.afcdn.com/recipe/20221013/136070_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20150806/8535_w314h314c1cx2880cy1920.webp', 'https://assets.afcdn.com/recipe/20170121/4888_w314h314c1cx360cy560.webp']"
3257,Fondue aux poireaux,https://www.marmiton.org/recettes/recette_fondue-de-poireaux_20348.aspx,4.7,plat principal,plats au fromage,fondue au fromage,,,très facile,"['Coupez les poireaux en deux et recoupez-les en tronçons. Lavez soigneusement.', 'Faites fondre le beurre dans une casserole, ajoutez les poireaux, mélangez, couvrez et faites cuire à feu très doux pendant 25 min environ, en remuant de temps en temps.', 'A ce moment là ajoutez le jus de citron, la moutarde et la crème aux poireaux, salez légèrement, poivrez et mélangez bien.', 'Couvrez et laissez cuire encore 10 min à feu doux.']",bon marché,4,30,30,60,"['https://assets.afcdn.com/recipe/20131027/10725_w314h314c1cx300cy200.webp', 'https://assets.afcdn.com/recipe/20230619/143539_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20180706/80414_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp']"
3258,Polenta crémeuse,https://www.marmiton.org/recettes/recette_polenta-cremeuse_220632.aspx,4.6,accompagnement,,,,,facile,"[""Faire bouillir l'eau à feu moyen et lorsque l'eau bout, saler et verser la polenta en pluie en remuant à l'aide d'une spatule en bois durant quelques minutes, le temps que la polenta se décolle de la casserole."", 'Retirer du feu et ajouter le parmesan et la crème. Remettre sur le feu encore 2 min sans cesser de remuer.', 'Votre préparation crémeuse accompagnera les plats de viande en sauce. Vous pourrez par exemple revisiter un hachis parmentier en remplaçant la purée de pommes-de-terre par de la polenta et pourquoi pas, la viande hachée par de la volaille ou du lapin.']",bon marché,4,8,10,18,"['https://assets.afcdn.com/recipe/20200228/108481_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20130823/28635_w314h314c1cx1920cy2880.webp', 'https://assets.afcdn.com/recipe/20220403/130650_w314h314c1cx360cy360cxt0cyt0cxb720cyb720.jpeg']"
3259,Purée de pommes de terre maison,https://www.marmiton.org/recettes/recette_puree-de-pommes-de-terre-maison_28054.aspx,4.9,accompagnement,purée,purée de pommes de terre,,,très facile,"['Epluchez et coupez les pommes de terre en morceaux.', ""Mettez-les à cuire dans un grand volume d'eau salée jusqu'à ce que la pointe d'un couteau rentre facilement dans la chair."", 'Passez-les alors au moulin à légumes.', ""Ajoutez le lait pour délayez jusqu'à la consistance souhaitée, la crème fraîche pour l'onctuosité et un peu de muscade râpée."", ""Rectifiez l'assaisonnement et servez bien chaud.""]",bon marché,4,25,45,70,"['https://assets.afcdn.com/recipe/20210630/121023_w314h314c1cx1278cy1114cxt0cyt0cxb2475cyb1624.webp', 'https://assets.afcdn.com/recipe/20130627/23801_w314h314c1cx1250cy1875.webp', 'https://assets.afcdn.com/recipe/20180712/80766_w314h314c1cx1828cy2438cxt0cyt0cxb3657cyb4876.webp']"
3260,Bonnes frites,https://www.marmiton.org/recettes/recette_bonnes-frites_15755.aspx,4.7,accompagnement,frites,,,,très facile,"['Peler les pommes de terre et les laver, puis les détailler en parallélépipèdes à base carrée d’environ 1,5 cm de côté (en d’autres termes, en grosses frites). Les laver à nouveau et bien les sécher dans un torchon à vaisselle propre.', 'Les faire cuire une première fois dans l’huile chauffée à 150°C, pendant 7 à 8 minutes. Il ne faut pas surcharger la friteuse: pour 1 kg de pommes de terre, cuire 1/3 des frites à la fois.', 'Laisser refroidir les frites, le temps de prendre l’apéro ou de préparer le reste du repas.', 'Cuire les frites une seconde fois dans l’huile chauffée à 190°C pendant environ 3 mn (elles doivent être croustillantes sans être dures).', 'Servir les frites aussitôt, accompagnées d’une salière: je déconseille de les saler à l’avance, car, d’une part, les frites ramollissent alors, et d’autre part, je n’aime pas le sel sur les frites (comme ça, chacun sale comme il vaut).']",bon marché,4,10,10,20,"['https://assets.afcdn.com/recipe/20130823/63524_w314h314c1cx2451cy1872.webp', 'https://assets.afcdn.com/recipe/20181017/82787_w314h314c1cx1813cy2417cxt0cyt0cxb3626cyb4834.webp', 'https://assets.afcdn.com/recipe/20200327/109261_w314h314c1cx2016cy1512cxt0cyt0cxb4032cyb3024.webp']"
3261,Courgettes fondantes au four,https://www.marmiton.org/recettes/recette_courgettes-fondantes-au-four_48306.aspx,4.6,,,,,,très facile,"[""Dans un pilon, écraser l'ail et le gros sel; puis incorporer l'huile d'olives."", 'Lorsque la préparation est bien liée, couper les courgettes en deux, recouvrir la face extérieure avec la préparation et les mettre dans le plat allant au four.', 'Compter à peu près 35 min de cuisson à 220°C (thermostat 7-8) pour un four électrique traditionnel.']",bon marché,4,10,30,40,"['https://assets.afcdn.com/recipe/20190319/89625_w314h314c1cx1601cy2400cxt0cyt0cxb3200cyb4800.webp', 'https://assets.afcdn.com/recipe/20221013/136116_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp']"
3262,Cornichons au vinaigre,https://www.marmiton.org/recettes/recette_cornichons-au-vinaigre_30084.aspx,4.5,,,,,,très facile,"[""Frotter les petits cornichons pour enlever les petits 'pics' noirs sur le corps avec un linge ou de l'essuie-tout. Les mettre à dégorger une nuit avec du gros sel."", ""Ensuite, les mettre dans un bocal et couvrir de vinaigre blanc. Ajouter au fur et à mesure de la cueillette, en couvrant toujours de vinaigre. Quand le bocal est plein, ajouter une branche d'estragon (taille selon votre goût) et quelques grains de poivre noir."", 'Laisser confire et déguster avec charcuterie, viande froide, ou dans salades composées pour relever...']",bon marché,4,1,0,1,['https://static.afcdn.com/relmrtn/lazyload.png']
3263,Haricots rouges à la créole,https://www.marmiton.org/recettes/recette_haricots-rouges-a-la-creole_20879.aspx,4.4,accompagnement,légumes,,,,facile,"['Attention, si on utilise des haricots secs, un temps de trempage de 10 heures environ, est nécessaire (pendant la nuit?) ainsi qu\'une cuisson couverte de 2 heures à feu doux. L\'objectif recherché étant que les grains soit fondant sous le palais. Vous pouvez aussi y parvenir gâce à une cocotte ou un autocuiseur. Pensez à conservez une partie du jus de cuisson (très riche en vitamines) et nécessaire pour la recette. Vous pouvez ensuite conserver les ""grains"" dans votre congélateur ou les cuisiner aussitôt.', ""Ecrasez les gousses d'ail, le gingembre, le piment et le gros sel dans un pilon ou un petit mixer pour obtenir une pâte homogène."", 'Coupez finement les oignons.', ""Dans une casserole (une petite marmite en fonte étant l'idéal), chauffez 2 cuillerées d'huile avant d'y incorporer les oignons jusqu'à ce qu'ils obtiennent une teinte rousse."", ""Faîtes revenir alors le mélange d'épices écrasées dans la casserole. Ensuite le curcuma, afin de les parer d'un beau jaune vif."", 'Ajoutez immédiatement les haricots rouges avec leur jus, le thym et le quatre épices : bien remuer le tout.', ""Laissez cuire une quinzaine de minutes en veillant à remuer de temps en temps et en écrasant délicatement environ 1/3 des haricots jusqu'à ce que le jus prennent l'aspect d'un velouté crémeux."", 'Salez, poivrez.', ""Servez chaud, comme accompagnement d'un cari de poulet, d'un rougail saucisses ou autres.""]",bon marché,4,15,2,17,"['https://assets.afcdn.com/recipe/20170310/60702_w314h314c1cx2624cy1749.webp', 'https://assets.afcdn.com/recipe/20221013/136182_w314h314c1cx3072cy1728cxt0cyt0cxb6144cyb3456.webp', 'https://assets.afcdn.com/recipe/20190322/89811_w314h314c1cx375cy500cxt0cyt0cxb750cyb1000.webp']"
3264,Purée de patates douces,https://www.marmiton.org/recettes/recette_puree-de-patates-douces_25910.aspx,4.8,accompagnement,purée,,,,très facile,"[""Mettre une grande quantité d'eau à chauffer. \nEplucher les patates douces et les couper en petits morceaux."", ""Les faire cuire dans l'eau à ébullition pendant 10 min."", ""Passer les patates cuites au mixer avec la crème et de l'huile d'olive à volonté."", ""Saler poivrer et parfumer de zestes d'agrumes à volonté.""]",bon marché,4,15,10,25,"['https://assets.afcdn.com/recipe/20180208/77429_w314h314c1cx2896cy4344cxt0cyt0cxb5792cyb8688.webp', 'https://assets.afcdn.com/recipe/20180711/80654_w314h314c1cx1944cy2592cxt0cyt0cxb3888cyb5184.webp', 'https://assets.afcdn.com/recipe/20100120/56138_w314h314c1cx256cy192.webp']"
3265,"Poivron marinés ""vite fait""",https://www.marmiton.org/recettes/recette_poivron-marines-vite-fait_39803.aspx,3.7,,,,,,très facile,"[""Mettre les poivrons dans un sachet plastique, quasi fermé. Le placer au micro-ondes, jusqu'à ce qu'ils soient mous (3 minutes à pleine puissance)."", 'Laisser refroidir, puis les éplucher.', 'Les couper en tranches fines, que vous disposerez sur un plat.', ""Arroser les tranches avec beaucoup d'huile d'olive, elles doivent bien tremper."", 'Saler et poivrer.', ""Ajouter l'ail haché."", 'Selon les goûts, vous pouvez rajouter du vinaigre ou du citron.', 'Servir en apéritif ou en entrée.']",bon marché,4,20,3,23,['https://static.afcdn.com/relmrtn/lazyload.png']
3266,Pitas (pains grecs à garnir),https://www.marmiton.org/recettes/recette_pitas-pains-grecs-a-garnir_38611.aspx,4.7,accompagnement,pain,pita,,,facile,"['Mettre la farine + la pincée de sel dans une jatte.', ""Mélanger l'eau tiède, la levure et la pincée de sucre puis rajouter le mélange à la farine. Malaxer."", ""Si le mélange est trop collant, rajouter un peu de farine, si au contraire le mélange est trop sec, rajouter quelques gouttes d'eau."", 'Il faut constituer une boule de pâte puis poser un torchon propre sur la jatte et laisser reposer la pâte 1 heure (si possible dans un endroit chaud).', 'Sur un plan de travail, mettre un peu de farine puis y disposer la pate. La malaxer longuement de manière à ce que celle-ci devienne très souple.', ""La séparer en 10 portions égales, puis abaisser chaque portion en petits disques de qq millimètres d'épaisseur (penser à bien fariner le plan de travail afin que les pitas ne collent pas)."", 'Chauffer une poelle sans matières grasses, puis faire cuire chaque pita 1 à 2 minutes de chaque côté dans la poêle.', 'Ensuite on peut garnir les pitas avec de la Féta et petits légumes (tomates, concombre, poivron, oignons) ou avec des boulettes de viande et les rouler.', 'Se dégustent aussi bien froides que chaudes.']",bon marché,4,145,40,185,"['https://assets.afcdn.com/recipe/20221013/136134_w314h314c1cx1792cy1004cxt0cyt0cxb3584cyb2008.png', 'https://assets.afcdn.com/recipe/20130731/925_w314h314c1cx1916cy2352.webp', 'https://assets.afcdn.com/recipe/20140421/26729_w314h314c1cx480cy360.webp']"
3267,Coleslaw facile,https://www.marmiton.org/recettes/recette_coleslaw-facile_28532.aspx,4.8,salade,coleslaw,,,,facile,"['Râper le chou et la carotte dans un saladier.', 'Mélanger fromage blanc et mayonnaise, puis ajouter vinaigre, sel, sucre et ciboulette.', 'Ajouter au mélange chou / carottes et mêler intimement.', 'Mettre au frais et déguster.']",bon marché,4,25,0,25,"['https://assets.afcdn.com/recipe/20200622/112128_w314h314c1cx540cy960cxt0cyt0cxb1080cyb1920.webp', 'https://assets.afcdn.com/recipe/20200622/112127_w314h314c1cx960cy540cxt0cyt0cxb1920cyb1080.webp', 'https://assets.afcdn.com/recipe/20150731/55395_w314h314c1cx1500cy1001.webp']"
